perc_filled,home_members,away_members,home_position,away_position,rnd_percentage,GF,PF,QF/SF,EF,team_closeness,sum_of_positions,total_members,western_derby,adelaide_derby,anzac_day,population,light_rain,moderate_rain,heavy_rain,fri_night,other,sat_arvo,sat_night,sat_twilight,sun_arvo,sun_twilight,Adelaide Oval,Bellerive Oval,Carrara,Docklands,Football Park,Gabba,Kardinia Park,MCG,Manuka Oval,Marrara Oval,Perth Stadium,SCG,Stadium Australia,Subiaco,Sydney Showground,York Park
55.79291553133515,24.867,79.319,17.0,12.0,52.17391304347826,0,0,0,0,5.0,29.0,104.186,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51.678632350460205,46.301,60.934,16.0,3.0,52.17391304347826,0,0,0,0,13.0,19.0,107.235,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29.7125,25.243,12.108,9.0,15.0,52.17391304347826,0,0,0,0,6.0,24.0,37.351,0,0,0,24.99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94.74242424242424,63.818,40.789,4.0,7.0,52.17391304347826,0,0,0,0,3.0,11.0,104.607,0,0,0,24.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74.53110128212306,54.386,100.726,8.0,2.0,52.17391304347826,0,0,0,0,6.0,10.0,155.112,0,0,0,24.99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.33954799096729,64.739,25.243,9.0,11.0,47.82608695652174,0,0,0,0,2.0,20.0,89.982,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.53371190914181,75.507,55.639,7.0,13.0,47.82608695652174,0,0,0,0,6.0,20.0,131.146,0,0,0,24.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41.488743509475704,40.789,24.867,6.0,17.0,47.82608695652174,0,0,0,0,11.0,23.0,65.656,0,0,0,24.99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81.02655362712949,79.319,100.726,12.0,2.0,47.82608695652174,0,0,0,0,10.0,14.0,180.045,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90.31333333333332,80.29,46.301,1.0,16.0,47.82608695652174,0,0,0,0,15.0,17.0,126.591,0,0,0,24.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
